enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,experience_years,company_size_num,last_new_job_num,training_per_year,experience_bucket,city_dev_bucket
5826,city_21,0.624,Male,No relevent experience,,,,2,,,never,24,0.0,2.0,,0.0,8.0,2-5,Medium
8722,city_21,0.624,,No relevent experience,Full time course,High School,,5,,,never,26,0.0,5.0,,0.0,4.333333333333333,2-5,Medium
6588,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Pvt Ltd,>4,18,0.0,16.0,,5.0,1.0588235294117647,11-20,High
4167,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,never,106,0.0,1.0,74.5,0.0,53.0,0-1,High
5764,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,2,5000-9999,Pvt Ltd,2,7,0.0,2.0,7499.5,2.0,2.3333333333333335,2-5,Medium
2156,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,never,23,1.0,7.0,10000.0,0.0,2.875,6-10,Medium
11399,city_13,0.8270000000000001,Female,Has relevent experience,no_enrollment,Graduate,Arts,4,,,1,132,1.0,4.0,,1.0,26.4,2-5,High
31972,city_159,0.843,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,1,68,0.0,11.0,300.0,1.0,5.666666666666667,11-20,High
19061,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,2,50,0.0,11.0,300.0,2.0,4.166666666666667,11-20,High
6491,city_102,0.804,,Has relevent experience,no_enrollment,Masters,STEM,10,,,1,48,0.0,10.0,,1.0,4.363636363636363,6-10,High
7041,city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,Humanities,<1,1000-4999,Pvt Ltd,1,65,0.0,0.0,2999.5,1.0,65.0,0-1,Medium
22767,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1,13,0.0,5.0,2999.5,1.0,2.1666666666666665,2-5,Medium
14505,city_67,0.855,,No relevent experience,no_enrollment,High School,,4,,,never,22,0.0,4.0,,0.0,4.4,2-5,High
17139,city_21,0.624,,Has relevent experience,Part time course,Graduate,STEM,14,500-999,Pvt Ltd,1,148,1.0,14.0,749.5,1.0,9.866666666666667,11-20,Medium
28476,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,5,,,2,72,0.0,5.0,,2.0,12.0,2-5,High
21538,city_100,0.887,Male,Has relevent experience,no_enrollment,High School,,11,<10,Pvt Ltd,1,8,1.0,11.0,,1.0,0.6666666666666666,11-20,High
10408,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Funded Startup,2,68,1.0,18.0,74.5,2.0,3.5789473684210527,11-20,Medium
14928,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,3,40,0.0,21.0,300.0,3.0,1.8181818181818181,20+,High
22293,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,19,5000-9999,Pvt Ltd,>4,141,0.0,19.0,7499.5,5.0,7.05,11-20,High
4324,city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,5,,,1,24,0.0,5.0,,1.0,4.0,2-5,High
26966,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,82,0.0,21.0,300.0,5.0,3.727272727272727,20+,High
26494,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,12,5000-9999,Pvt Ltd,3,145,0.0,12.0,7499.5,3.0,11.153846153846153,11-20,High
4866,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Early Stage Startup,2,206,0.0,10.0,,2.0,18.727272727272727,6-10,High
12726,city_114,0.926,Male,No relevent experience,Part time course,High School,,1,10000+,Other,1,152,0.0,1.0,10000.0,1.0,76.0,0-1,High
10164,city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,4,42,1.0,21.0,300.0,4.0,1.9090909090909092,20+,High
8612,city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,12,,,4,50,0.0,12.0,,4.0,3.8461538461538463,11-20,High
24659,city_71,0.884,Male,No relevent experience,no_enrollment,,,3,,,never,106,0.0,3.0,,0.0,26.5,2-5,High
2547,city_114,0.926,Female,Has relevent experience,Full time course,Masters,STEM,16,1000-4999,Public Sector,2,14,0.0,16.0,2999.5,2.0,0.8235294117647058,11-20,High
13854,city_104,0.924,Male,Has relevent experience,no_enrollment,High School,,4,10/49,Pvt Ltd,2,36,0.0,4.0,,2.0,7.2,2-5,High
31654,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Early Stage Startup,1,112,1.0,6.0,74.5,1.0,16.0,6-10,Medium
13643,city_64,0.6659999999999999,,No relevent experience,no_enrollment,Graduate,No Major,9,50-99,Pvt Ltd,never,108,0.0,9.0,74.5,0.0,10.8,6-10,Medium
5590,city_21,0.624,Male,Has relevent experience,Part time course,Masters,STEM,9,5000-9999,Pvt Ltd,3,7,1.0,9.0,7499.5,3.0,0.7,6-10,Medium
22452,city_21,0.624,Female,No relevent experience,Full time course,Masters,STEM,5,,,never,26,1.0,5.0,,0.0,4.333333333333333,2-5,Medium
9006,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,never,87,1.0,5.0,300.0,0.0,14.5,2-5,Medium
25987,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,19,10000+,Public Sector,4,52,1.0,19.0,10000.0,4.0,2.6,11-20,High
4476,city_101,0.5579999999999999,Male,Has relevent experience,no_enrollment,Graduate,No Major,15,,,>4,20,1.0,15.0,,5.0,1.25,11-20,Low
25103,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,Pvt Ltd,1,21,0.0,11.0,,1.0,1.75,11-20,High
5568,city_101,0.5579999999999999,Male,No relevent experience,no_enrollment,Graduate,STEM,4,,,1,92,1.0,4.0,,1.0,18.4,2-5,Low
2195,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,2,102,0.0,10.0,300.0,2.0,9.272727272727273,6-10,Medium
30533,city_105,0.794,Male,No relevent experience,no_enrollment,Graduate,Humanities,5,10000+,Pvt Ltd,>4,26,0.0,5.0,10000.0,5.0,4.333333333333333,2-5,Medium
28512,city_104,0.924,,Has relevent experience,no_enrollment,Masters,STEM,3,<10,Early Stage Startup,2,7,0.0,3.0,,2.0,1.75,2-5,High
1023,city_114,0.926,Male,No relevent experience,Full time course,High School,,4,10000+,Pvt Ltd,1,43,0.0,4.0,10000.0,1.0,8.6,2-5,High
12253,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,45,0.0,21.0,300.0,1.0,2.0454545454545454,20+,High
25296,city_73,0.754,Male,Has relevent experience,Full time course,Graduate,STEM,2,50-99,Early Stage Startup,2,52,0.0,2.0,74.5,2.0,17.333333333333332,2-5,Medium
13238,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,19,0.0,21.0,,2.0,0.8636363636363636,20+,High
13478,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,2,10/49,Funded Startup,,32,1.0,2.0,,,10.666666666666666,2-5,Medium
18578,city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,100-500,Pvt Ltd,>4,26,1.0,21.0,300.0,5.0,1.1818181818181819,20+,Medium
29975,city_67,0.855,Male,Has relevent experience,Part time course,Graduate,STEM,6,,,1,90,0.0,6.0,,1.0,12.857142857142858,6-10,High
26516,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,3,25,0.0,6.0,300.0,3.0,3.5714285714285716,6-10,High
24690,city_41,0.8270000000000001,,Has relevent experience,,Masters,STEM,13,<10,,1,15,0.0,13.0,,1.0,1.0714285714285714,11-20,High
8433,city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,100-500,Pvt Ltd,>4,48,0.0,21.0,300.0,5.0,2.1818181818181817,20+,High
9572,city_11,0.55,,No relevent experience,Full time course,High School,,3,,,,98,0.0,3.0,,,24.5,2-5,Low
5878,city_93,0.865,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,2,142,1.0,10.0,74.5,2.0,12.909090909090908,6-10,High
25695,city_67,0.855,Other,No relevent experience,no_enrollment,Masters,Humanities,4,10000+,Pvt Ltd,4,13,0.0,4.0,10000.0,4.0,2.6,2-5,High
9645,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,>4,47,0.0,15.0,,5.0,2.9375,11-20,High
12730,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,Humanities,14,500-999,Public Sector,1,28,0.0,14.0,749.5,1.0,1.8666666666666667,11-20,High
4830,city_90,0.698,,No relevent experience,,,,2,,Pvt Ltd,never,228,1.0,2.0,,0.0,76.0,2-5,Medium
20970,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,4,22,0.0,21.0,,4.0,1.0,20+,Medium
17271,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,,,never,18,1.0,0.0,,0.0,18.0,0-1,Medium
12731,city_13,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,1,29,0.0,2.0,,1.0,9.666666666666666,2-5,High
10908,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,,1,46,0.0,5.0,300.0,1.0,7.666666666666667,2-5,High
29117,city_11,0.55,,No relevent experience,Full time course,Graduate,STEM,<1,,,never,12,0.0,0.0,,0.0,12.0,0-1,Low
3686,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,2,17,0.0,5.0,300.0,2.0,2.8333333333333335,2-5,High
22683,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,2,65,0.0,5.0,74.5,2.0,10.833333333333334,2-5,High
22134,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,3,100-500,Pvt Ltd,1,35,0.0,3.0,300.0,1.0,8.75,2-5,High
31765,city_67,0.855,Male,No relevent experience,Full time course,Graduate,STEM,9,10000+,Pvt Ltd,3,14,0.0,9.0,10000.0,3.0,1.4,6-10,High
31449,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,2,<10,Early Stage Startup,1,4,0.0,2.0,,1.0,1.3333333333333333,2-5,High
5987,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,>4,12,0.0,15.0,74.5,5.0,0.75,11-20,High
21762,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,108,0.0,21.0,74.5,2.0,4.909090909090909,20+,High
22070,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,1,136,0.0,21.0,,1.0,6.181818181818182,20+,High
25413,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,,1,27,0.0,5.0,,1.0,4.5,2-5,High
5902,city_20,0.7959999999999999,,Has relevent experience,Part time course,Masters,STEM,4,50-99,Funded Startup,1,74,0.0,4.0,74.5,1.0,14.8,2-5,Medium
28403,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10/49,Early Stage Startup,1,86,0.0,15.0,,1.0,5.375,11-20,High
30937,city_57,0.866,Female,No relevent experience,Part time course,Graduate,STEM,<1,10/49,Pvt Ltd,2,83,0.0,0.0,,2.0,83.0,0-1,High
28751,city_103,0.92,,No relevent experience,Full time course,High School,,4,,,3,75,0.0,4.0,,3.0,15.0,2-5,High
29290,city_152,0.698,Male,No relevent experience,Full time course,Masters,STEM,11,,Public Sector,2,42,0.0,11.0,,2.0,3.5,11-20,Medium
32401,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,,1,332,0.0,6.0,300.0,1.0,47.42857142857143,6-10,High
19128,city_61,0.913,Male,No relevent experience,Full time course,Graduate,STEM,4,,,,140,0.0,4.0,,,28.0,2-5,High
29036,city_16,0.91,Male,No relevent experience,no_enrollment,High School,,3,,,never,182,0.0,3.0,,0.0,45.5,2-5,High
16869,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,3,100-500,Pvt Ltd,1,13,1.0,3.0,300.0,1.0,3.25,2-5,High
10497,city_19,0.682,,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,2,172,1.0,5.0,,2.0,28.666666666666668,2-5,Medium
18099,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,NGO,1,48,0.0,10.0,300.0,1.0,4.363636363636363,6-10,High
12081,city_65,0.802,Male,Has relevent experience,Full time course,Graduate,STEM,9,50-99,Pvt Ltd,1,33,0.0,9.0,74.5,1.0,3.3,6-10,High
7364,city_160,0.92,,No relevent experience,Full time course,High School,,2,100-500,Pvt Ltd,1,142,0.0,2.0,300.0,1.0,47.333333333333336,2-5,High
11184,city_74,0.579,,No relevent experience,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,1,34,0.0,2.0,300.0,1.0,11.333333333333334,2-5,Low
7016,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,14,1.0,6.0,74.5,2.0,2.0,6-10,High
8695,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,2,27,1.0,6.0,,2.0,3.857142857142857,6-10,Low
6172,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,24,1.0,8.0,300.0,1.0,2.6666666666666665,6-10,Low
14672,city_173,0.878,,No relevent experience,no_enrollment,Masters,STEM,>20,,,1,150,0.0,21.0,,1.0,6.818181818181818,20+,High
18257,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,NGO,>4,20,0.0,11.0,749.5,5.0,1.6666666666666667,11-20,High
24493,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,,1,140,0.0,5.0,749.5,1.0,23.333333333333332,2-5,High
1180,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,5000-9999,Pvt Ltd,1,52,0.0,12.0,7499.5,1.0,4.0,11-20,High
28627,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,160,0.0,21.0,74.5,2.0,7.2727272727272725,20+,High
8168,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,5000-9999,Pvt Ltd,2,3,0.0,9.0,7499.5,2.0,0.3,6-10,High
10473,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,<10,Pvt Ltd,2,2,1.0,2.0,,2.0,0.6666666666666666,2-5,Medium
25349,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,28,0.0,21.0,2999.5,5.0,1.2727272727272727,20+,High
5220,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,,,4,46,0.0,21.0,,4.0,2.090909090909091,20+,Medium
4789,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,210,0.0,8.0,74.5,1.0,23.333333333333332,6-10,High
11338,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,1,36,0.0,10.0,,1.0,3.272727272727273,6-10,High
27963,city_98,0.949,Male,No relevent experience,Full time course,Graduate,STEM,4,,,1,160,1.0,4.0,,1.0,32.0,2-5,High
8571,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,10/49,NGO,2,101,0.0,2.0,,2.0,33.666666666666664,2-5,Medium
16303,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,,1,46,0.0,6.0,74.5,1.0,6.571428571428571,6-10,High
20576,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,19,0.0,21.0,2999.5,5.0,0.8636363636363636,20+,High
32966,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,2,26,1.0,3.0,300.0,2.0,6.5,2-5,Medium
21199,city_90,0.698,,Has relevent experience,Full time course,Graduate,STEM,7,<10,NGO,1,90,0.0,7.0,,1.0,11.25,6-10,Medium
18819,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,4,59,0.0,9.0,,4.0,5.9,6-10,High
14199,city_160,0.92,Male,Has relevent experience,Part time course,Graduate,Business Degree,10,50-99,Funded Startup,1,260,0.0,10.0,74.5,1.0,23.636363636363637,6-10,High
7666,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,>4,74,0.0,11.0,74.5,5.0,6.166666666666667,11-20,Medium
13915,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,2,20,1.0,21.0,300.0,2.0,0.9090909090909091,20+,High
10555,city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,2,8,0.0,12.0,300.0,2.0,0.6153846153846154,11-20,High
16040,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,131,0.0,6.0,300.0,1.0,18.714285714285715,6-10,High
32826,city_138,0.836,Male,Has relevent experience,Full time course,Masters,STEM,7,,,1,45,0.0,7.0,,1.0,5.625,6-10,High
13253,city_82,0.693,Male,Has relevent experience,Full time course,Graduate,STEM,11,10/49,Pvt Ltd,2,109,0.0,11.0,,2.0,9.083333333333334,11-20,Medium
15637,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,100-500,Pvt Ltd,1,70,0.0,3.0,300.0,1.0,17.5,2-5,High
28074,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,NGO,>4,17,0.0,21.0,300.0,5.0,0.7727272727272727,20+,High
23012,city_103,0.92,Female,No relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,1,51,0.0,15.0,74.5,1.0,3.1875,11-20,High
16110,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,3,60,1.0,6.0,74.5,3.0,8.571428571428571,6-10,High
3921,city_36,0.893,,No relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Public Sector,>4,4,0.0,21.0,2999.5,5.0,0.18181818181818182,20+,High
24530,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,>4,7,0.0,12.0,300.0,5.0,0.5384615384615384,11-20,High
1924,city_102,0.804,,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,3,164,0.0,21.0,300.0,3.0,7.454545454545454,20+,High
32776,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,,,4,290,0.0,20.0,,4.0,13.80952380952381,11-20,Medium
1907,city_102,0.804,Male,No relevent experience,no_enrollment,High School,,2,<10,NGO,never,145,0.0,2.0,,0.0,48.333333333333336,2-5,High
23947,city_103,0.92,,No relevent experience,no_enrollment,Phd,STEM,,,,,70,0.0,,,,70.0,,High
3116,city_21,0.624,Male,No relevent experience,no_enrollment,,,3,,,1,24,0.0,3.0,,1.0,6.0,2-5,Medium
24829,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,Humanities,3,10000+,Pvt Ltd,1,133,1.0,3.0,10000.0,1.0,33.25,2-5,High
30488,city_11,0.55,,No relevent experience,Full time course,Graduate,STEM,2,,,1,20,0.0,2.0,,1.0,6.666666666666667,2-5,Low
1265,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Funded Startup,1,76,0.0,10.0,,1.0,6.909090909090909,6-10,High
22098,city_90,0.698,Female,No relevent experience,Full time course,Masters,STEM,5,,,4,21,1.0,5.0,,4.0,3.5,2-5,Medium
13342,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,Other,8,5000-9999,Pvt Ltd,2,34,0.0,8.0,7499.5,2.0,3.7777777777777777,6-10,Medium
24608,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,2,15,0.0,9.0,,2.0,1.5,6-10,High
20081,city_57,0.866,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,156,0.0,21.0,,5.0,7.090909090909091,20+,High
24796,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,15,0.0,21.0,7499.5,5.0,0.6818181818181818,20+,High
7777,city_114,0.926,,Has relevent experience,no_enrollment,Masters,STEM,>20,,,never,120,0.0,21.0,,0.0,5.454545454545454,20+,High
22718,city_157,0.769,,Has relevent experience,no_enrollment,Graduate,No Major,14,10000+,,>4,47,0.0,14.0,10000.0,5.0,3.1333333333333333,11-20,Medium
1261,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,,,2,100,1.0,12.0,,2.0,7.6923076923076925,11-20,Medium
3396,city_67,0.855,Male,Has relevent experience,Part time course,Graduate,STEM,6,500-999,Pvt Ltd,never,102,0.0,6.0,749.5,0.0,14.571428571428571,6-10,High
4283,city_103,0.92,Male,No relevent experience,no_enrollment,High School,,4,,,never,52,0.0,4.0,,0.0,10.4,2-5,High
18998,city_114,0.926,,Has relevent experience,no_enrollment,High School,,9,10/49,,4,39,0.0,9.0,,4.0,3.9,6-10,High
2003,city_103,0.92,Male,Has relevent experience,Full time course,High School,,4,,,1,112,1.0,4.0,,1.0,22.4,2-5,High
31786,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,>4,14,0.0,21.0,74.5,5.0,0.6363636363636364,20+,High
8241,city_16,0.91,,Has relevent experience,no_enrollment,,,11,,,1,4,0.0,11.0,,1.0,0.3333333333333333,11-20,High
12154,city_16,0.91,,Has relevent experience,no_enrollment,Masters,Arts,>20,1000-4999,NGO,>4,55,0.0,21.0,2999.5,5.0,2.5,20+,High
23455,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,4,49,1.0,6.0,10000.0,4.0,7.0,6-10,Medium
19882,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,>4,72,0.0,15.0,,5.0,4.5,11-20,High
28817,city_89,0.925,Male,Has relevent experience,Full time course,Graduate,STEM,14,5000-9999,Pvt Ltd,3,141,1.0,14.0,7499.5,3.0,9.4,11-20,High
4656,city_114,0.926,Male,No relevent experience,no_enrollment,High School,,6,,Pvt Ltd,never,28,0.0,6.0,,0.0,4.0,6-10,High
7280,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,1,6,0.0,13.0,10000.0,1.0,0.42857142857142855,11-20,High
16903,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,17,5000-9999,Pvt Ltd,1,125,0.0,17.0,7499.5,1.0,6.944444444444445,11-20,High
13333,city_75,0.939,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,never,326,0.0,21.0,,0.0,14.818181818181818,20+,High
26241,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,100-500,Pvt Ltd,2,33,0.0,21.0,300.0,2.0,1.5,20+,High
12381,city_102,0.804,,No relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,>4,40,0.0,6.0,10000.0,5.0,5.714285714285714,6-10,High
4064,city_160,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,18,,,1,198,1.0,18.0,,1.0,10.421052631578947,11-20,High
32092,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,55,0.0,15.0,10000.0,5.0,3.4375,11-20,High
3766,city_150,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,32,0.0,21.0,749.5,5.0,1.4545454545454546,20+,Medium
30496,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,100-500,Pvt Ltd,>4,11,0.0,21.0,300.0,5.0,0.5,20+,High
7189,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,1,41,0.0,21.0,,1.0,1.8636363636363635,20+,Medium
29497,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Public Sector,>4,87,1.0,21.0,10000.0,5.0,3.9545454545454546,20+,High
31593,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,4,114,0.0,10.0,300.0,4.0,10.363636363636363,6-10,High
12384,city_70,0.698,,Has relevent experience,,,,>20,,,>4,33,0.0,21.0,,5.0,1.5,20+,Medium
11986,city_90,0.698,Male,Has relevent experience,Part time course,Masters,STEM,5,<10,Early Stage Startup,1,15,0.0,5.0,,1.0,2.5,2-5,Medium
